PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Gelderland,PCBO De Gong,Koperslagersdonk,4,7326 HM,APELDOORN,0200,APELDOORN,0555422293,primary
Gelderland,PCBO Emmaschool,Thorbeckestraat,8,7331 RG,APELDOORN,0200,APELDOORN,0555333769,primary
Gelderland,PCBO Het Kompas,1e Wormenseweg,460,7333 GZ,APELDOORN,0200,APELDOORN,0555334405,primary
Gelderland,PC Montessorischool Passe-Partout Kerschoten,Boerhaavestraat,111,7316 LE,APELDOORN,0200,APELDOORN,0555218071,primary
Gelderland,Montessorischool PP Centrum,Lange Grafte,37,7321 ZC,APELDOORN,0200,APELDOORN,0553555352,primary
Gelderland,PCBO Prinses Margriet,Sluisoordlaan,198,7322 EL,APELDOORN,0200,APELDOORN,0553665294,primary
Gelderland,PCBO De Ichthus,Kalmoesstraat,261,7322 NS,APELDOORN,0200,APELDOORN,0553666057,primary
Gelderland,PCBO De Sjofar Prinses Beatrix,Papegaaiweg,95,7345 DL,WENUM WIESEL,0200,APELDOORN,0553121977,primary
Gelderland,PCBO De Diamant Beemte,Beemterweg,31,7341 PC,BEEMTE BROEKLAND,0200,APELDOORN,0553121377,primary
Gelderland,PCBO De Wegwijzer,Eburonenstraat,48,7312 JR,APELDOORN,0200,APELDOORN,0553554624,primary
Gelderland,PCBO Koningin Wilhelmina,Prof. Rontgenstraat,10,7311 AM,APELDOORN,0200,APELDOORN,0555212389,primary
Gelderland,PCBO De Korenaar,Staringlaan,53,7314 LN,APELDOORN,0200,APELDOORN,0553554162,primary
Gelderland,PCBO De Sjofar,Glazeniershorst,404,7328 TK,APELDOORN,0200,APELDOORN,0555337856,primary
Gelderland,PCBO Regenboog-Woudhuis,Lage Landenlaan,1,7325 NR,APELDOORN,0200,APELDOORN,0553667288,primary
Gelderland,PCBO Regenboog-Osseveld,De Keerkring,70,7325 EA,APELDOORN,0200,APELDOORN,0555060541,primary
Gelderland,PCBO De Diamant het Rooster,Laan van de Leeuw,299,7324 BD,APELDOORN,0200,APELDOORN,0553665671,primary
Gelderland,Protestants Christelijke Basisschool De Klokkenberg,Kopseweg,7,6522 KB,NIJMEGEN,0268,NIJMEGEN,0243229220,primary
Gelderland,Basisschool 't Kempken,Beuksveld,6,7104 BD,WINTERSWIJK MEDDO,0294,WINTERSWIJK,0543569406,primary
Gelderland,Christelijk Kindcentrum De Koepel,Nieuwe Maanderbuurtweg,2,6717 AS,EDE,0228,EDE,0318630564,primary
Gelderland,Nederlands Hervormde Basisschool De Zaaier,Broekhuizenstraat,10,3784 WT,TERSCHUUR,0203,BARNEVELD,0342461667,primary
Gelderland,Veldhuizerschool,Kraatsweg,11,6712 DA,EDE,0228,EDE,0318615269,primary
Gelderland,Paasbergschool,Kleefsehoek,1-A,6711 SP,EDE,0228,EDE,0318616670,primary
Gelderland,Schimmelpenninck van de Oijeschool,Oosterdorpsstraat,16,3871 AD,HOEVELAKEN,0267,NIJKERK,0332535745,primary
Gelderland,Integraal Kindcentrum Juliana,Wethouder Rebellaan,142,3771 KA,BARNEVELD,0203,BARNEVELD,0342412165,primary
Gelderland,Basisschool Prins Willem Alexander,Van Schothorststraat,22,3772 AX,BARNEVELD,0203,BARNEVELD,0342415634,primary
Gelderland,Willem van Oranje School Hervormde School Basisonderwijs,Lange Voren,88,3773 AS,BARNEVELD,0203,BARNEVELD,0342490651,primary
Gelderland,IKC Amalia,Nederwoudseweg,23,3772 TD,BARNEVELD,0203,BARNEVELD,0342478243,primary
Gelderland,Basisschool Ariane,Tusolaan,6,3772 WP,BARNEVELD,0203,BARNEVELD,0342231279,primary
Gelderland,Protestants Christelijke Basisschool De Triangel,Beethovenstraat,20,6961 BE,EERBEEK,0213,BRUMMEN,0313651042,primary
Gelderland,Basisschool de Enk,H.A. Lorentzstraat,3,6961 XK,EERBEEK,0213,BRUMMEN,0313651796,primary
Gelderland,Christelijke Basisschool,Stationsweg,87,8166 KA,EMST,0232,EPE,0578661288,primary
Gelderland,Koningin Beatrixschool,Kosterijweg,7,3774 BG,KOOTWIJKERBROEK,0203,BARNEVELD,0342442000,primary
Gelderland,Christelijke Basisschool Prins Bernhard,Dr. H.C. Bosstraat,25,3886 KA,GARDEREN,0203,BARNEVELD,0577461355,primary
Gelderland,De Bron,Stroeerweg,76,3776 MK,STROE,0203,BARNEVELD,0342442250,primary
Gelderland,Christelijke Basisschool Het Mosterdzaadje,Oranjeweg,116,8166 JD,EMST,0232,EPE,0578661863,primary
Gelderland,CBS De Parel,Zuiderzeestraatweg,145,3849 AD,HIERDEN,0243,HARDERWIJK,0341451295,primary
Gelderland,Basisschool het Baken,Vollenhovemeen,29,3844 NC,HARDERWIJK,0243,HARDERWIJK,0341416645,primary
Gelderland,PC BS De Schakel,Vondellaan,26,3842 EH,HARDERWIJK,0243,HARDERWIJK,0341416557,primary
Gelderland,Basisschool de Wegwijzer,Kennedylaan,1,3844 BA,HARDERWIJK,0243,HARDERWIJK,0341416780,primary
Gelderland,Basisschool De Brug,Piet Heinlaan,22,3843 EZ,HARDERWIJK,0243,HARDERWIJK,0341416576,primary
Gelderland,Christelijke Basisschool DOK 19,Flevoweg,73,3841 KK,HARDERWIJK,0243,HARDERWIJK,0341416622,primary
Gelderland,Basisschool de Rank,Bongerdsteeg,1,3841 CV,HARDERWIJK,0243,HARDERWIJK,0341416748,primary
Gelderland,Basisschool Willem Alexander,Veldkamp,33,3843 BG,HARDERWIJK,0243,HARDERWIJK,0341416770,primary
Gelderland,Christelijke basisschool  De Bron,Frankenskamp,4,3848 DE,HARDERWIJK,0243,HARDERWIJK,0341426704,primary
Gelderland,Basisschool de Triangel,Tonselsedreef,60,3845 CT,HARDERWIJK,0243,HARDERWIJK,0341433965,primary
Gelderland,C.B.S. Het Startblok,Biezenplein,2,3845 KA,HARDERWIJK,0243,HARDERWIJK,0341430921,primary
Gelderland,Basisschool Prinses Beatrix,Hoefslag,18,8077 SZ,HULSHORST,0302,NUNSPEET,0341451867,primary
Gelderland,Christelijke Basisschool Nederwoud,Kruisbeekweg,45,6741 NE,LUNTEREN,0228,EDE,0318482204,primary
Gelderland,De Bron,Postweg,7,6741 BA,LUNTEREN,0228,EDE,0318482526,primary
Gelderland,De Wegwijzer,Kerkhoflaan,27,6741 BN,LUNTEREN,0228,EDE,0318482122,primary
Gelderland,Christelijke Basisschool De Appelgaard,Barneveldseweg,182,3862 PD,NIJKERK,0267,NIJKERK,0342461632,primary
Gelderland,Basisschool De Horizon,Van Noortstraat,36,3864 EV,NIJKERKERVEEN,0267,NIJKERK,0332571623,primary
Gelderland,Rehobothschool,Brink,43-A,3861 VA,NIJKERK,0267,NIJKERK,0332451709,primary
Gelderland,Maranathaschool,Grieglaan,4,3862 GV,NIJKERK,0267,NIJKERK,0332451413,primary
Gelderland,Ichthusschool,Cornelis van Ramshorstln,3,3863 AZ,NIJKERK,0267,NIJKERK,0332462242,primary
Gelderland,De Hoeksteen,Zandoogje,1,3863 HS,NIJKERK,0267,NIJKERK,0332452824,primary
Gelderland,Protestants Christelijk Basisonderwijs De Wegwijzer,Groeneveltstraat,127,3882 XE,PUTTEN,0273,PUTTEN,0341353104,primary
Gelderland,Protestants Christelijk Basisschool De Pelikaan,Boekweitstraat,24,3882 GN,PUTTEN,0273,PUTTEN,0341357799,primary
Gelderland,Protestants Christelijk Basisonderwijs Hoef,Leembruggerweg,1,3882 RV,PUTTEN,0273,PUTTEN,0341351612,primary
Gelderland,Basisschool De Lichtbron,Vinkenweg,8,8191 XN,WAPENVELD,0246,HEERDE,0384478260,primary
Gelderland,cbs De Parel,Klapperdijk,35,8191 AC,WAPENVELD,0246,HEERDE,0384478205,primary
Gelderland,G J Van Den Brinkschool,Oude Eekmolenweg,30,6706 AP,WAGENINGEN,0289,WAGENINGEN,0317413395,primary
Groningen,De Clockeslach,Smederij,12,9541 AX,VLAGTWEDDE,1950,WESTERWOLDE,0599345688,primary
Groningen,Openbare Basisschool de Klimop,Ter Apelkanaal Oost,113-A,9563 RE,TER APELKANAAL,1950,WESTERWOLDE,0599416425,primary
Groningen,OBS De Vlinder,Jan Westerlaan,3,9561 GN,TER APEL,1950,WESTERWOLDE,0599583477,primary
Groningen,Basisschool op de Esch,Korteweg,2-B,9551 BM,SELLINGEN,1950,WESTERWOLDE,0599322548,primary
Groningen,Basisschool Plaggenborg,Wollinghuizerweg,27,9551 TG,SELLINGEN,1950,WESTERWOLDE,0599326300,primary
Groningen,Willem Lodewijck,Willem Lodewijkstraat,19,9545 PA,BOURTANGE,1950,WESTERWOLDE,0599354448,primary
Groningen,Streekschool De Wierde Gereformeerd Basisonderwijs,Aemckenheerd,2,9951 VZ,WINSUM GN,1966,HET HOGELAND,0595443326,primary
Groningen,Jenaplansch T Vlot,Mars,1-C,9602 KZ,HOOGEZAND,1952,MIDDEN-GRONINGEN,0598323082,primary
Groningen,Groningse Schoolvereniging,Sweelincklaan,4,9722 JV,GRONINGEN,0014,GRONINGEN,0505270818,primary
Groningen,Openbare Basisschool Kromme Akkers,Hunzeweg,68,9893 PD,GARNWERD,1969,WESTERKWARTIER,0594628000,primary
Groningen,Openbare School Klinkenborg,Pastorieweg,6,9995 PN,KANTENS,1966,HET HOGELAND,0595551788,primary
Groningen,Openbare Basisschool De Noordster,Burg Geerlingstraat,2,9988 SC,USQUERT,1966,HET HOGELAND,0595423690,primary
Groningen,Christelijke Basisschool Koning Willem-Alexander,Oude Tilsterweg,2,9981 JT,UITHUIZEN,1966,HET HOGELAND,0595432136,primary
Groningen,Christelijke Basisschool De Fontein,Riekele Prinsstraat,1-A,9791 DB,TEN BOER,0014,GRONINGEN,0503021571,primary
Groningen,Christelijke Basisschool De Rank,De Volle Handt,1,9989 DC,WARFFUM,1966,HET HOGELAND,0595423759,primary
Groningen,Protestants Christelijke BasisschoolDe Piramiden,Meeden,1-G,9951 HZ,WINSUM GN,1966,HET HOGELAND,0595442070,primary
Groningen,C B S  De Noordkaap,Willem de Merodelaan,1,9982 LK,UITHUIZERMEEDEN,1966,HET HOGELAND,0595413662,primary
Groningen,Samenwerkingsschool Op Wier,Schoolstraat,28,9891 BE,EZINGE,1969,WESTERKWARTIER,0594628001,primary
Groningen,Openbare Dalton Basis School Nijenstein,Onnemaweg,1,9997 NG,ZANDEWEER,1966,HET HOGELAND,0595433344,primary
Groningen,SWS Noorderlicht,Meijmaweg,9-A,9955 VC,RASQUERT,1966,HET HOGELAND,0595422704,primary
Groningen,sws De Leenstertil,R. Ritzemastraat,2-A,9965 TD,LEENS,1966,HET HOGELAND,0595572257,primary
Groningen,CBS De Wieken,Oldenhuisstraat,6,9792 PM,TEN POST,0014,GRONINGEN,0503022820,primary
Groningen,Christelijke Basisschool De Til,Kerkstraat,6,9797 PD,THESINGE,0014,GRONINGEN,0503021172,primary
Groningen,Christelijke Basisschool De Meander,Lindenlaan,14,9771 AM,SAUWERD,1966,HET HOGELAND,0503061571,primary
Groningen,Basisschool Borg,Borgweg,46,9951 BG,WINSUM GN,1966,HET HOGELAND,0595442318,primary
Groningen,s.w.s. De Zoutkamperril,H. Doornbosweg,2-A,9974 PE,ZOUTKAMP,1966,HET HOGELAND,0595402614,primary
Groningen,Basisschool 't Groenland,Van Berumstraat,2,9785 BG,ZUIDWOLDE GN,1966,HET HOGELAND,0503012348,primary
Groningen,openbare basisschool De Negen Wieken,Het Hooge Heem,1,9951 BT,WINSUM GN,1966,HET HOGELAND,0595441269,primary
Groningen,School Met De Bijbel De Regenboog,Schoolstraat,12,9781 JN,BEDUM,1966,HET HOGELAND,0503012724,primary
Groningen,Openbare basisschool Tiggeldobbe,Meeden,1,9951 HZ,WINSUM GN,1966,HET HOGELAND,0595441831,primary
Groningen,Samenwerkingsschool De Dobbe,Zuster Kortestraat,73,9983 SW,ROODESCHOOL,1966,HET HOGELAND,0595413394,primary
Groningen,Openbare Basisschool Brunwerd,Oude Tilsterweg,2-B,9981 JT,UITHUIZEN,1966,HET HOGELAND,0595432148,primary
Groningen,NBS De Sterren,Willem de Merodelaan,5,9982 LK,UITHUIZERMEEDEN,1966,HET HOGELAND,0595412802,primary
Groningen,Hendrik de Cockschool,Borgweg,46-A,9971 CN,ULRUM,1966,HET HOGELAND,0595402567,primary
Groningen,OBS De Wierde,Kleinestraat,8,9774 PN,ADORP,1966,HET HOGELAND,0503061261,primary
Groningen,openbare basisschool FH Jansenius De Vries,De Volle Handt,1-A,9989 DC,WARFFUM,1966,HET HOGELAND,0595422330,primary
Groningen,Basisschool Mandegoud,Halsemastraat,6-B,9977 SE,KLOOSTERBUREN,1966,HET HOGELAND,0595481747,primary
Groningen,IKC De Linde,Hunse,2,9967 PS,EENRUM,1966,HET HOGELAND,0595492080,primary
Groningen,Montessori Basisschool De Getijden,Frederiksoordweg,26-D,9968 AL,PIETERBUREN,1966,HET HOGELAND,0595528520,primary
Groningen,CBS De Verbinding,Verbindingsweg,2,9581 TH,MUSSELKANAAL,0037,STADSKANAAL,0599412502,primary
Groningen,CBS  Anne de Vries,Margrietlaan,3,9503 KA,STADSKANAAL,0037,STADSKANAAL,0599617411,primary
Groningen,CBS Het Gebint,Korteweg,2-A,9551 BM,SELLINGEN,1950,WESTERWOLDE,0599322556,primary
Groningen,CBS Oranje Nassauschool,Meidoornstraat,9,9501 VX,STADSKANAAL,0037,STADSKANAAL,0599651572,primary
Groningen,CBS De Lindenborgh,Kerkstraat,1,9581 TV,MUSSELKANAAL,0037,STADSKANAAL,0599412516,primary
Groningen,CBS De Zaaier,Smederij,18,9541 AX,VLAGTWEDDE,1950,WESTERWOLDE,0599345677,primary
Groningen,CBS De Rank,Boslaan,18,9591 BJ,ONSTWEDDE,0037,STADSKANAAL,0599331677,primary
Groningen,CBS Het Mozaïek,Acaciahage,17-19,9501 WD,STADSKANAAL,0037,STADSKANAAL,0599614924,primary
Groningen,CBS De Verrekijker,St. Luciastraat,9-A,9561 GB,TER APEL,1950,WESTERWOLDE,0599582040,primary
Groningen,CBS Op de Zandtange,Zandtangerweg,29,9584 AL,MUSSEL,0037,STADSKANAAL,0599454814,primary
Groningen,CBS De Maarsborg,De Wedde,11-13,9502 BD,STADSKANAAL,0037,STADSKANAAL,0599615830,primary
Groningen,CBS De Hochte,Beumeesweg,102,9661 AK,ALTEVEER GN,0037,STADSKANAAL,0599331348,primary
Groningen,Openbare Basisschool De Borgh,Rijksstraatweg,1,9801 AM,ZUIDHORN,1969,WESTERKWARTIER,0594500486,primary
Groningen,CBS Remmelt Booy,Terpstrastraat,12,9863 PV,DOEZUM,1969,WESTERKWARTIER,0594613743,primary
Groningen,CBS Jan Kuipers,Noorderdwarslaan,19,9861 CB,GROOTEGAST,1969,WESTERKWARTIER,0594612880,primary
Groningen,SWS De Groene Borg,Provincialeweg,55,9864 PB,KORNHORN,1969,WESTERKWARTIER,0594659104,primary
Groningen,IKC De Steltloper,Oosterweg,56,9367 RM,DE WILP,1969,WESTERKWARTIER,0594641858,primary
Groningen,Openbare Basisschool De Molenberg,Bovenweg,56-A,9861 GJ,GROOTEGAST,1969,WESTERKWARTIER,0594612661,primary
Groningen,SWS De Klimboom,Hoofdweg,46,9362 RA,BOERAKKER,1969,WESTERKWARTIER,0594549015,primary
Groningen,CBS De Bron,Hoornweg,44,9363 EH,MARUM,1969,WESTERKWARTIER,0594641624,primary
Groningen,CBS Rehoboth,Ykesloot,6,9821 TS,OLDEKERK,1969,WESTERKWARTIER,0594500998,primary
Groningen,CBS 't Fundament,Zeehaanstraat,3,9866 AT,LUTJEGAST,1969,WESTERKWARTIER,0594612192,primary
Groningen,SWS De Adeborg,Kleiweg,1-3,9831 PL,ADUARD,1969,WESTERKWARTIER,0504031800,primary
Groningen,CBS De Borgstee,De Singel,11,9843 ES,GRIJPSKERK,1969,WESTERKWARTIER,0594213008,primary
Groningen,SWS de Humstee,Wengeweer,2,9883 PR,OLDEHOVE,1969,WESTERKWARTIER,0594591713,primary
Groningen,CBS De Rietstek,Wigbold van Ewsumstraat,1,9882 PM,KOMMERZIJL,1969,WESTERKWARTIER,0594213624,primary
Groningen,Samenlevingsschool de Binding,Verbindingsweg,4,9865 TE,OPENDE,1969,WESTERKWARTIER,0594659522,primary
Groningen,SLS Het Nautilus,Geert Waldastraat,2,9801 AW,ZUIDHORN,1969,WESTERKWARTIER,0594208000,primary
Groningen,Samenlevingsschool De Stapsteen,Oldenoert,23-I,9351 KN,LEEK,1969,WESTERKWARTIER,0594514711,primary
Groningen,CBS Van Panhuys,De Knip,1-C,9351 XZ,LEEK,1969,WESTERKWARTIER,0594513955,primary
Groningen,CBS het Anker,Rijksstraatweg,1,9801 AM,ZUIDHORN,1969,WESTERKWARTIER,0594500313,primary
Groningen,CBS De Regenboog,'t Oelbred,4,9356 ED,TOLBERT,1969,WESTERKWARTIER,0594515226,primary
Groningen,SWS de Vlieger,Hamsterpad,1,9804 PZ,NOORDHORN,1969,WESTERKWARTIER,0594500244,primary
Groningen,OBS De Hasselbraam,De Knip,1-B,9351 XZ,LEEK,1969,WESTERKWARTIER,0594514808,primary
Groningen,CBS de Windroos,Evertsenstraat,7,9801 GK,ZUIDHORN,1969,WESTERKWARTIER,0594500249,primary
Groningen,obs De Nijenoert,Nijenoertweg,38-B,9351 HT,LEEK,1969,WESTERKWARTIER,0594514815,primary
Groningen,Basisschool De Beelen,Beelen,3,9356 CZ,TOLBERT,1969,WESTERKWARTIER,0594513923,primary
Groningen,Samenwerkingsschool De Gavelander,De Boomgaard,1,9828 RC,OOSTWOLD WESTERKWARTIER,1969,WESTERKWARTIER,0505515463,primary
Groningen,Kindcentrum De Zevenster,Grote Veenbrandstraat,17,9354 XH,ZEVENHUIZEN GN,1969,WESTERKWARTIER,0594631755,primary
Groningen,Openbare Basisschool De Opstap,De Ommegang,11-A,9822 AZ,NIEKERK WESTERKWARTIER,1969,WESTERKWARTIER,0594500089,primary
Groningen,Openbare Basisschool De Springplank,Hoornweg,44-A,9363 EH,MARUM,1969,WESTERKWARTIER,0594642755,primary
Groningen,Basisschool De Triangel,Kievitsweg,2-K,9843 HA,GRIJPSKERK,1969,WESTERKWARTIER,0594213342,primary
Groningen,Jenaplanschool WIJland,Zuiderstraat,1-A,9991 CM,MIDDELSTUM,1979,EEMSDELTA,0595552442,primary
Groningen,Christelijke Basisschool De Citer,Olingermeeden,8,9903 ET,APPINGEDAM,1979,EEMSDELTA,0596680003,primary
Groningen,Christelijke Basisschool Roemte,Schoolstraat,3,9919 HX,LOPPERSUM,1979,EEMSDELTA,0596571390,primary
Groningen,Kindcentrum 't Maar,Willem de Merodelaan,2-A,9909 BW,SPIJK GN,1979,EEMSDELTA,0596592006,primary
Groningen,Basisschool De Huifkar,Riekele Prinsstraat,1-B,9791 DB,TEN BOER,0014,GRONINGEN,0503022410,primary
Groningen,Togtemaarschool,De Vlijt,16,9781 NR,BEDUM,1966,HET HOGELAND,0503013784,primary
Groningen,Basisschool Ravelijn,Jachtlaan,9-D,9934 JA,DELFZIJL,1979,EEMSDELTA,0596617487,primary
Groningen,Farmsumerborg,Borgshof,16,9936 CS,FARMSUM,1979,EEMSDELTA,0596614118,primary
Groningen,Basisschool Garmerwolde,Dorpsweg,60,9798 PG,GARMERWOLDE,0014,GRONINGEN,0505420002,primary
Groningen,Qworzo,Burg. Garreltsweg,31,9946 PM,WOLDENDORP,1979,EEMSDELTA,0596601654,primary
Groningen,Basisschool de Kronkelaar,Tamarinde,1,9945 MA,WAGENBORGEN,1979,EEMSDELTA,0596541766,primary
Groningen,Christelijke Basisschool de Triangel,Wethouder Olthoflaan,4-B,9902 LB,APPINGEDAM,1979,EEMSDELTA,0596680023,primary
Groningen,Basisschool Jan Ligthart,Olingermeeden,2,9903 ET,APPINGEDAM,1979,EEMSDELTA,0596622635,primary
Groningen,Basisschool De Vuurvlinder,Wethouder Olthoflaan,4-A,9902 LB,APPINGEDAM,1979,EEMSDELTA,0596624053,primary
Groningen,Basisschool Kindcentrum Noord,Waddenweg,1,9933 KH,DELFZIJL,1979,EEMSDELTA,0596782460,primary
