PROVINCIE,INSTELLINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,TELEFOONNUMMER,school_type
Zuid-Holland,Basisschool de Meridiaan,De Oude Wereld,54,2408 JV,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172425445,primary
Zuid-Holland,De Wereldwijzer,De Oude Wereld,59,2408 NV,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172424404,primary
Zuid-Holland,Het Vianova,Vroonhoevelaan,8,2408 ST,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172499423,primary
Zuid-Holland,Reformatorische Basisschool,Kreupeleweg,4,3286 BC,KLAASWAAL,1963,HOEKSCHE WAARD,0186573594,primary
Zuid-Holland,RBS De Fontein,Wilgenlaan,15,3297 BW,PUTTERSHOEK,1963,HOEKSCHE WAARD,0786767373,primary
Zuid-Holland,Reformatorische Basisschool Eben Haezer,Laningpad,3,3262 JS,OUD-BEIJERLAND,1963,HOEKSCHE WAARD,0186615923,primary
Zuid-Holland,School Met De Bijbel,Koningin Julianastraat,25,3267 AK,GOUDSWAARD,1963,HOEKSCHE WAARD,0186692526,primary
Zuid-Holland,School Met De Bijbel,Nieuwe Veer,90,2959 AM,STREEFKERK,1978,MOLENLANDEN,0184681120,primary
Zuid-Holland,De Horizon,Singel,441,3311 HH,DORDRECHT,0505,DORDRECHT,0788905550,primary
Zuid-Holland,IKC De Bavinck,Singel,140,3311 PE,DORDRECHT,0505,DORDRECHT,0788905500,primary
Zuid-Holland,Pr Julianasch,Prinses Julianaweg,2,3314 KT,DORDRECHT,0505,DORDRECHT,0788905575,primary
Zuid-Holland,De Repelaer,Standhasenstraat,47,3312 LN,DORDRECHT,0505,DORDRECHT,0788905650,primary
Zuid-Holland,De Fontein,Matthijs Marisstraat,33,3314 TN,DORDRECHT,0505,DORDRECHT,0788905600,primary
Zuid-Holland,De Regenboog,Noordendijk,250,3311 RR,DORDRECHT,0505,DORDRECHT,0788905625,primary
Zuid-Holland,Prins Bernhardschool,Brouwersdijk,111,3314 GJ,DORDRECHT,0505,DORDRECHT,0788905525,primary
Zuid-Holland,Sterrekijker,Boogschutter,71,3328 KC,DORDRECHT,0505,DORDRECHT,0788905800,primary
Zuid-Holland,CBS Het Kristal,Heimerstein,35-36,3328 ME,DORDRECHT,0505,DORDRECHT,0788905675,primary
Zuid-Holland,Evangelische basisschool Eden,Willem de Zwijgerlaan,2,3314 NX,DORDRECHT,0505,DORDRECHT,0788905590,primary
Zuid-Holland,Shri Vishnu School,Abraham van Beyerenstr,56,2525 TH,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703656900,primary
Zuid-Holland,Shri Saraswatie School,Schiedamseweg,282,3025 AS,ROTTERDAM,0599,ROTTERDAM,0104779494,primary
Zuid-Holland,Al-Ghazali,Van Lennepstraat,17,3027 SP,ROTTERDAM,0599,ROTTERDAM,0104152167,primary
Zuid-Holland,Ibn i-Sina,Zegenstraat,120,3082 XZ,ROTTERDAM,0599,ROTTERDAM,0104282590,primary
Zuid-Holland,Ikra,Spirea,3,3317 JP,DORDRECHT,0505,DORDRECHT,0786390151,primary
Zuid-Holland,Noen,Paradijsplein,1,3034 SL,ROTTERDAM,0599,ROTTERDAM,0102409046,primary
Zuid-Holland,Risala,Hollandsestraat,74,3074 TM,ROTTERDAM,0599,ROTTERDAM,0104848750,primary
Zuid-Holland,Isra,Wilgenlei,149,3053 CG,ROTTERDAM,0599,ROTTERDAM,0107660080,primary
Zuid-Holland,Hiraa,Kromhoutstraat,1-7,3067 AE,ROTTERDAM,0599,ROTTERDAM,0107660042,primary
Zuid-Holland,Hilal,Hans Lipperheystraat,1,3331 EM,ZWIJNDRECHT,0642,ZWIJNDRECHT, ,primary
Zuid-Holland,Al-Hikma,Palmentuin,10,3078 KJ,ROTTERDAM,0599,ROTTERDAM, ,primary
Zuid-Holland,Eerste Westlandse Montessorischool,Madeweg,34-A,2681 PM,MONSTER,1783,WESTLAND,0174280821,primary
Zuid-Holland,Gisbertus Voetiusschool,Louise de Colignylaan,1,2224 VT,KATWIJK ZH,0537,KATWIJK,0714016729,primary
Zuid-Holland,Kievietschool voor Basisonderwijs,Buurtweg,16,2244 AD,WASSENAAR,0629,WASSENAAR,0705179252,primary
Zuid-Holland,Ds Joannes Beukelmanschool,Rembrandtlaan,100,2951 PL,ALBLASSERDAM,0482,ALBLASSERDAM,0786914778,primary
Zuid-Holland,Ds Petrus van de Veldenschool,Mattenbies,2,2957 RJ,NIEUW-LEKKERLAND,1978,MOLENLANDEN,0184684991,primary
Zuid-Holland,El Furkan Basisschool,Eduard van Beinumlaan,61,3122 TK,SCHIEDAM,0606,SCHIEDAM,0104716562,primary
Zuid-Holland,IBS Ababil,Dr Kuyperlaan,12,3118 RR,SCHIEDAM,0606,SCHIEDAM,0104716562,primary
Zuid-Holland,De Nieuwe Maan,J.J. Slauerhofflaan,273,2624 JZ,DELFT,0503,DELFT,0153011064,primary
Zuid-Holland,De Reiziger,Dr. Jan Schoutenlaan,3,3145 SX,MAASSLUIS,0556,MAASSLUIS, ,primary
Zuid-Holland,De Kubus,Galileistraat,86,3112 PJ,SCHIEDAM,0606,SCHIEDAM,0103230007,primary
Zuid-Holland,De Walvis,Philips de Goedestraat,162,3132 XT,VLAARDINGEN,0622,VLAARDINGEN, ,primary
Zuid-Holland,Islamitische Basisschool An Noer,Polluxstraat,2,2402 BT,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172439937,primary
Zuid-Holland,Islamitische Basisschool Al Qalam,Calslaan,99,2804 RT,GOUDA,0513,GOUDA,0172439937,primary
Zuid-Holland,Delftse Montessorischool voor Basisonderwijs,Jacoba van Beierenlaan,166,2613 JK,DELFT,0503,DELFT,0152124800,primary
Zuid-Holland,Duinoord-Basisschool Protestants Christelijk Onderwijs,Prins Mauritslaan,8,2582 LR,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703544323,primary
Zuid-Holland,Christelijke Basisschool Rehoboth,Windvaan,8,2751 ES,MOERKAPELLE,1892,ZUIDPLAS,0795931284,primary
Zuid-Holland,Basisschool Joris De Witte,Jan Wolkerslaan,16,2343 BK,OEGSTGEEST,0579,OEGSTGEEST,0715175410,primary
Zuid-Holland,Basisschool De Wegwijzer School met de Bijbel,Planetenlaan,32,2957 SN,NIEUW-LEKKERLAND,1978,MOLENLANDEN,0184682765,primary
Zuid-Holland,School met de Bijbel,Korenbloemplaats,4,2971 BH,BLESKENSGRAAF CA,1978,MOLENLANDEN,0184691595,primary
Zuid-Holland,De Zaaier,Dorpsstraat,32-A,3366 BD,WIJNGAARDEN,1978,MOLENLANDEN,0184410139,primary
Zuid-Holland,School Met De Bijbel De Schakel,Jacob van Oudenhovenstr,1,2957 KE,NIEUW-LEKKERLAND,1978,MOLENLANDEN,0184682864,primary
Zuid-Holland,Christelijke Basisschool de Fakkel,Noordzijde,47,2977 XA,GOUDRIAAN,1978,MOLENLANDEN,0183581210,primary
Zuid-Holland,Basisschool Eben Haezer,B,115,2975 BK,OTTOLAND,1978,MOLENLANDEN,0184642202,primary
Zuid-Holland,Graaf Jan van Nassauschool,Steijnpad,1,2805 JE,GOUDA,0513,GOUDA,0182512691,primary
Zuid-Holland,Koningin Beatrixschool,Saenredamstraat,4,2525 TN,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703808494,primary
Zuid-Holland,Tamarschool,Fluitenbergstraat,6,2545 NL,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703099066,primary
Zuid-Holland,Johannes Calvijn-School,Dreef,200,2803 HE,GOUDA,0513,GOUDA,0182513555,primary
Zuid-Holland,Protestants Christelijke Basisschool Livingstone,Livingstonelaan,60,2803 EL,GOUDA,0513,GOUDA,0182510112,primary
Zuid-Holland,Prinses Julianaschool,Burg Martenssingel,38,2806 CV,GOUDA,0513,GOUDA,0182514581,primary
Zuid-Holland,Haanstra Basisschool,Rapenburg,129-131,2311 GM,LEIDEN,0546,LEIDEN,0715133631,primary
Zuid-Holland,Hofdyckschool,Hazenboslaan,1,2341 SE,OEGSTGEEST,0579,OEGSTGEEST,0715237614,primary
Zuid-Holland,School met de Bijbel,Marktveld,11,3264 AL,NIEUW-BEIJERLAND,1963,HOEKSCHE WAARD,0186691842,primary
Zuid-Holland,CBS De Klimop,Mr. Treubstraat,3,2982 VN,RIDDERKERK,0597,RIDDERKERK,0180414543,primary
Zuid-Holland,Christelijke Basisschool De Wingerd,P.C. Hooftstraat,2,2985 BK,RIDDERKERK,0597,RIDDERKERK,0180422576,primary
Zuid-Holland,CBS de Regenboog,Reijerweg,60,2983 AT,RIDDERKERK,0597,RIDDERKERK,0180486111,primary
Zuid-Holland,Christelijke Basisschool de Bongerd,Patrijs,28-29,2986 CA,RIDDERKERK,0597,RIDDERKERK,0180425857,primary
Zuid-Holland,De Fontein School voor Christelijk Basisonderwijs,Scheldeplein,4,2987 EL,RIDDERKERK,0597,RIDDERKERK,0180411989,primary
Zuid-Holland,Basisschool De Hoeksteen,Kruidentuin,6-A,2991 RK,BARENDRECHT,0489,BARENDRECHT,0180613938,primary
Zuid-Holland,Potestants Christelijke Basisschool Het Kompas,Hoefslag,20,2992 VH,BARENDRECHT,0489,BARENDRECHT,0180615225,primary
Zuid-Holland,Basisschool Gr van Prinsterer,Stellingmolen,10,2992 DN,BARENDRECHT,0489,BARENDRECHT,0180612557,primary
Zuid-Holland,Protestants Christelijke Basisschool De Ark,Klipper,108-109,2991 KM,BARENDRECHT,0489,BARENDRECHT,0180616998,primary
Zuid-Holland,Protestants Christelijke Basisschool Smitshoek,Riederhof,37,2993 XJ,BARENDRECHT,0489,BARENDRECHT,0180627878,primary
Zuid-Holland,CBS De Vrijenburg,Vrijenburglaan,61,2994 CD,BARENDRECHT,0489,BARENDRECHT,0180531794,primary
Zuid-Holland,Groen van Prinsterer,Schoolstraat,20,2969 BG,OUD-ALBLAS,1978,MOLENLANDEN,0184699999,primary
Zuid-Holland,Willem de Zwijgerschool,IJdenhove,238,3341 RL,HENDRIK-IDO-AMBACHT,0531,HENDRIK-IDO-AMBACHT,0786816529,primary
Zuid-Holland,Stadhouder Willem de Derde School,Sandelingenstraat,17,3342 BL,HENDRIK-IDO-AMBACHT,0531,HENDRIK-IDO-AMBACHT,0786816399,primary
Zuid-Holland,Vereniging Nutsschool Wassenaar,Zijllaan,39,2242 CA,WASSENAAR,0629,WASSENAAR,0705114461,primary
Zuid-Holland,Islamitische Basisschool Er Riseleh,Stadhouderslaan,1-B,2313 AB,LEIDEN,0546,LEIDEN,0715128850,primary
Zuid-Holland,Basisschool de Wissel voor Interconfessioneel Basisonderwijs,Spoorweghaven,174,3071 ZG,ROTTERDAM,0599,ROTTERDAM,0104841493,primary
Zuid-Holland,Islamitische Basisschool Yunus Emre,Mandelaplein,2,2572 HT,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703895376,primary
Zuid-Holland,Islamitische Basisschool Yunus Emre,Beresteinlaan,629,2542 JR,'S-GRAVENHAGE,0518,S GRAVENHAGE,0707830001,primary
Zuid-Holland,Yunus Emre,Van Damstraat,7,2512 PG,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703050441,primary
Zuid-Holland,Yunus Emre,Carry van Bruggenhove,2,2717 XV,ZOETERMEER,0637,ZOETERMEER,0797810011,primary
Zuid-Holland,Islamitische Basisschool,De Savornin Lohmanstraat,1,2672 BB,NAALDWIJK,1783,WESTLAND, ,primary
Zuid-Holland,Christelijke Basisschool De Burcht,Broekweg,32,2235 BK,VALKENBURG ZH,0537,KATWIJK,0714074467,primary
Zuid-Holland,Ds G H Kerstenschool,Margriete van Comenestr,2,2982 PH,RIDDERKERK,0597,RIDDERKERK,0180428862,primary
Zuid-Holland,Daltonschool de Vliegers,Kastanjelaan,3,3241 BH,MIDDELHARNIS,1924,GOEREE-OVERFLAKKEE,0187482980,primary
Zuid-Holland,Rooms Katholieke Basisschool De Touwladder,Velddreef,328,2727 CV,ZOETERMEER,0637,ZOETERMEER,0793413033,primary
Zuid-Holland,Rooms Katholieke Basisschool de Spelevaert,Irisvaart,2-4,2724 TT,ZOETERMEER,0637,ZOETERMEER,0793318004,primary
Zuid-Holland,Rooms Katholieke Basisschool de Elzenhoek,Broekwegzijde,192-194,2725 PE,ZOETERMEER,0637,ZOETERMEER,0793316321,primary
Zuid-Holland,IKC De Buytenkans,Busken Huethove,6,2717 XK,ZOETERMEER,0637,ZOETERMEER,0793290190,primary
Zuid-Holland,Koningin Wilhelminaschool,Willem-Alexanderplnts,1,2713 VM,ZOETERMEER,0637,ZOETERMEER,0793310988,primary
Zuid-Holland,de Jacobsvlinder,Schoutenhoek,160,2722 EK,ZOETERMEER,0637,ZOETERMEER,0793311167,primary
Zuid-Holland,Rooms Katholieke Basisschool De Regenboog,Kerkenbos,12,2715 RP,ZOETERMEER,0637,ZOETERMEER,0793211592,primary
Zuid-Holland,IKC Stella Nova,Willem-Alexanderplnts,2,2713 VM,ZOETERMEER,0637,ZOETERMEER,0793169184,primary
Zuid-Holland,Rooms Katholieke Basisschool Paulus,Dr. J. W. Paltelaan,5,2712 RN,ZOETERMEER,0637,ZOETERMEER,0793164834,primary
Zuid-Holland,Noordeinde,Bijvoetplan,43-45,2728 DC,ZOETERMEER,0637,ZOETERMEER,0793319620,primary
Zuid-Holland,Rooms Katholieke Basisschool De Achtsprong,Rakkersveld,257,2722 BN,ZOETERMEER,0637,ZOETERMEER,0793313129,primary
Zuid-Holland,KC De Entree,Overwater,1,2715 BT,ZOETERMEER,0637,ZOETERMEER,0793213293,primary
Zuid-Holland,Basisschool De Hofvijver,Forelsloot,3,2724 CA,ZOETERMEER,0637,ZOETERMEER,0793315481,primary
Zuid-Holland,Prinses Margrietschool,Antigoneschouw,12,2726 KE,ZOETERMEER,0637,ZOETERMEER,0793315443,primary
Zuid-Holland,Rooms Katholieke Basisschool Het Palet,Marsgeel,14,2718 BZ,ZOETERMEER,0637,ZOETERMEER,0793610082,primary
Zuid-Holland,Protestants Christelijke Basisschool Prins Clausschool,Straspad,1,2719 VG,ZOETERMEER,0637,ZOETERMEER,0793616009,primary
Zuid-Holland,RK Basisschool De Floriant,Florasingel,17,2719 HP,ZOETERMEER,0637,ZOETERMEER,0793615607,primary
Zuid-Holland,Protestants Christelijke Basisschool Prins Florisschool,Hazerswoudestraat,250,2729 CN,ZOETERMEER,0637,ZOETERMEER,0793315022,primary
Zuid-Holland,Rooms Katholieke Basisschool De Oostwijzer,Sumatra,15,2721 GG,ZOETERMEER,0637,ZOETERMEER,0793460169,primary
Zuid-Holland,Oranjerie,Sumatra,11,2721 GG,ZOETERMEER,0637,ZOETERMEER,0793434277,primary
Zuid-Holland,Al Qoeba,Terwestenstraat,105,2525 GG,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703887915,primary
Zuid-Holland,Gr v Prinsterer-School,Piet Heinlaan,3,2224 SZ,KATWIJK ZH,0537,KATWIJK,0714016917,primary
Zuid-Holland,Basisschool De Farel,Koninginneweg,38,2225 HK,KATWIJK ZH,0537,KATWIJK,0714015117,primary
Zuid-Holland,Christelijke Opleidingsschool,Nolensstraat,1,2221 CE,KATWIJK ZH,0537,KATWIJK,0714013567,primary
Zuid-Holland,Basisschool Marnix,Schimmelpenninckstraat,2,2221 EP,KATWIJK ZH,0537,KATWIJK,0714080215,primary
Zuid-Holland,Het Noorderlicht,Jan Tooropstraat,30-A,2225 XV,KATWIJK ZH,0537,KATWIJK,0714016919,primary
Zuid-Holland,Mr. J.J.L. van der Brugghenschool,Schimmelpenninckstraat,8,2221 EP,KATWIJK ZH,0537,KATWIJK,0714081969,primary
Zuid-Holland,Rehoboth School,Poolster,4,2221 NT,KATWIJK ZH,0537,KATWIJK,0714081019,primary
Zuid-Holland,Christelijke Basisschool de Duinroos,Prinses Irenelaan,49,2224 XA,KATWIJK ZH,0537,KATWIJK,0714078228,primary
Zuid-Holland,W. van Veenschool,Huetingstraat,17,2223 BM,KATWIJK ZH,0537,KATWIJK,0714029106,primary
Zuid-Holland,Sjaloomschool,Stadhoudersdreef,65,2224 BP,KATWIJK ZH,0537,KATWIJK,0714015768,primary
Zuid-Holland,Christelijke Basisschool Oranje Nassau,Buitendorpstraat,1,2471 AW,ZWAMMERDAM,0484,ALPHEN AAN DEN RIJN,0172613803,primary
Zuid-Holland,PC Basissch Rehoboth,Rozenlaan,39,2771 DB,BOSKOOP,0484,ALPHEN AAN DEN RIJN,0172217338,primary
Zuid-Holland,Immanuelschool,Boomgaard,2,2771 PC,BOSKOOP,0484,ALPHEN AAN DEN RIJN,0172214143,primary
Zuid-Holland,Basisschool de Rank,Lauraplein,1,2406 BB,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172474130,primary
Zuid-Holland,Protestants Christelijke Basisschool Groen van Prinsterer,Jan Nieuwenhuijzenstraat,26,2405 VG,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172474131,primary
Zuid-Holland,Protestants Christelijke Basisschool Samen Op Weg,Jan Pieterszoon Coenlaan,1-B,2404 AL,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172474132,primary
Zuid-Holland,Protestants Christelijke Basisschool De Windroos,Zaalbergstraat,1,2405 XA,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172493269,primary
Zuid-Holland,Protestants Christelijke Basisschool JP Sweelinck,Groenoord,247,2401 AR,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172421995,primary
Zuid-Holland,Protestants Christelijke Basisschool De Stromen,Lupinesingel,11,2403 CM,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172421846,primary
Zuid-Holland,Protestants Christelijke Basisschool De Mare,Schelfhorst,2,2402 LG,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172435736,primary
Zuid-Holland,Protestants Christelijke Basisschool Het Baken,Klepperman,1,2401 GH,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172436468,primary
Zuid-Holland,Protestants Christelijke Basisschool de Fontein,De Oude Wereld,52,2408 JV,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172424825,primary
Zuid-Holland,Het Mozaïek,Vroonhoevelaan,10-12,2408 ST,ALPHEN AAN DEN RIJN,0484,ALPHEN AAN DEN RIJN,0172497704,primary
Zuid-Holland,Oranje Nassau-School,Bilwijkerweg,6-A,2821 SB,STOLWIJK,1931,KRIMPENERWAARD,0182341448,primary
Zuid-Holland,Het Kompas,Kuyperbrink,10,2253 VX,VOORSCHOTEN,0626,VOORSCHOTEN,0715763579,primary
Zuid-Holland,Dominee Fortgensschool,Van Beethovenlaan,10-A,2253 BE,VOORSCHOTEN,0626,VOORSCHOTEN,0715612995,primary
Zuid-Holland,Gevers Deynootschool,Burg Van der Haarplein,7,2251 CT,VOORSCHOTEN,0626,VOORSCHOTEN,0715612497,primary
Zuid-Holland,Algemene Hindoeschool,Mackaystraat,6,2571 AR,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703841924,primary
Zuid-Holland,Basisschool de Vink,Kuyperbrink,12,2253 VX,VOORSCHOTEN,0626,VOORSCHOTEN,0715763580,primary
Zuid-Holland,School op Algemeen Bijzondere Grondslag,Salamanderveen,352,3205 TG,SPIJKENISSE,1930,NISSEWAARD,0181635634,primary
Zuid-Holland,Rooms Katholieke Basisschool De Krullevaar,Doelenplein,26,2871 CV,SCHOONHOVEN,1931,KRIMPENERWAARD,0182384221,primary
Zuid-Holland,Zevensprong,Snijdelwijklaan,4-C,2771 SX,BOSKOOP,0484,ALPHEN AAN DEN RIJN,0172213886,primary
Zuid-Holland,Samenwerkingsschool De Pelikaan,Grote Haven,2-D,2851 BM,HAASTRECHT,1931,KRIMPENERWAARD,0182501597,primary
Zuid-Holland,IKC Sterrenwijzer,Vincent van Goghstraat,18,2391 VB,HAZERSWOUDE-DORP,0484,ALPHEN AAN DEN RIJN,0172589869,primary
Zuid-Holland,RK Basisschool De Bijenkorf,Aalberseplein,6,2805 EG,GOUDA,0513,GOUDA,0182516675,primary
Zuid-Holland,RK Basisschool De Bron,Drielingschouw,1,2811 LP,REEUWIJK,1901,BODEGRAVEN-REEUWIJK,0182393234,primary
Zuid-Holland,Basisschool De Hortus,Populierenhof,2,2771 DG,BOSKOOP,0484,ALPHEN AAN DEN RIJN,0172215912,primary
Zuid-Holland,Basisschool De Regenboog,Willem de Zwijgerlaan,55,2741 DB,WADDINXVEEN,0627,WADDINXVEEN,0182613707,primary
Zuid-Holland,Rooms Katholieke Basisschool De Goudakker,Reigerstraat,37,2802 EM,GOUDA,0513,GOUDA,0182515657,primary
Zuid-Holland,Rooms Katholieke Basisschool Speel en Werkhoeve,Leeuwerik,1,2411 KR,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172611608,primary
Zuid-Holland,KC de KAS,Zuidplashof,1,2743 CR,WADDINXVEEN,0627,WADDINXVEEN,0182619856,primary
Zuid-Holland,Integraal Kind Centrum Schatrijk,Eendrachtsweg,30,2411 VL,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172613405,primary
Zuid-Holland,Rooms Katholieke Basisschool  Willibrord-Miland,Dronenplein,1-B,2411 HE,BODEGRAVEN,1901,BODEGRAVEN-REEUWIJK,0172614591,primary
Zuid-Holland,RK Basisschool De Triangel,Coniferensingel,22,2803 JH,GOUDA,0513,GOUDA,0182530225,primary
Zuid-Holland,RK Basisschool De Cirkel,Rijnlust,42,2804 LC,GOUDA,0513,GOUDA,0182533560,primary
Zuid-Holland,Rooms Katholieke Basisschool Sint Jozef,Oudersvrucht,3,2841 LN,MOORDRECHT,1892,ZUIDPLAS,0182372600,primary
Zuid-Holland,RK Basisschool 't Carillon,Geerpolderweg,32-34,2807 LS,GOUDA,0513,GOUDA,0182524818,primary
Zuid-Holland,rk basisschool St. Aloysius,Spieringstraat,18,2801 ZM,GOUDA,0513,GOUDA,0182515338,primary
Zuid-Holland,KC Koningskwartier,Ryckevelde,1,2761 KZ,ZEVENHUIZEN ZH,1892,ZUIDPLAS,0180740016,primary
Zuid-Holland,Hildegaertschool,Debussylaan,11,3055 TE,ROTTERDAM,0599,ROTTERDAM,0104180049,primary
Zuid-Holland,Heybergschool Molenwiek,Heijbergstraat,2-4,3055 PP,ROTTERDAM,0599,ROTTERDAM,0104182199,primary
Zuid-Holland,Emmaschool,Hilleniussingel,23,3054 EX,ROTTERDAM,0599,ROTTERDAM,0104189053,primary
Zuid-Holland,IKC Wonderwijs,Kastanjeplein,6,3053 CD,ROTTERDAM,0599,ROTTERDAM,0104189579,primary
Zuid-Holland,Rooms Katholieke Petrusschool voor Basisonderwijs,Johan Brouwerstraat,2,2286 RL,RIJSWIJK ZH,0603,RIJSWIJK,0703930960,primary
Zuid-Holland,Sint Jozef Basisschool,Sportparkweg,6-8,2631 GA,NOOTDORP,1926,PIJNACKER-NOOTDORP,0153109654,primary
Zuid-Holland,Rooms Katholieke Basisschool De Zuidwester,Marterrade,312,2544 ME,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703660484,primary
Zuid-Holland,Rosa-School,Nijkerklaan,7,2573 BA,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703457726,primary
Zuid-Holland,Basisschool Pius X,De Goudwinde,1,2661 KZ,BERGSCHENHOEK,1621,LANSINGERLAND,0105213460,primary
Zuid-Holland,Rooms Katholieke Basisschool De Buutplaats,Hoefkade,677,2525 LE,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703801982,primary
Zuid-Holland,Rooms Katholieke Basisschool Petrus Donders,Ambachtsgaarde,5,2542 ED,'S-GRAVENHAGE,0518,S GRAVENHAGE,0703671214,primary
Zuid-Holland,Basisschool De Piramide,P.C. Boutenslaan,2,2283 GT,RIJSWIJK ZH,0603,RIJSWIJK,0703938929,primary
Zuid-Holland,Mariaschool voor Katholiek Basisonderwijs,Van Vredenburchweg,75,2282 SE,RIJSWIJK ZH,0603,RIJSWIJK,0703954050,primary
Zuid-Holland,Godfried Bomansschool,Wijnandt van Elststraat,1,2282 HH,RIJSWIJK ZH,0603,RIJSWIJK,0703904426,primary
Zuid-Holland,Gabrielschool,Michiel ten Hovestraat,9,2613 VX,DELFT,0503,DELFT,0152134615,primary
Zuid-Holland,Rooms Katholieke Basisschool de Oostpoort,Oosteinde,6,2611 SN,DELFT,0503,DELFT,0152130856,primary
Zuid-Holland,Cornelis Musiusschool,Prins Mauritsstraat,37,2628 SR,DELFT,0503,DELFT,0152568365,primary
Zuid-Holland,Bernadette Mariaschool,Aan 't Verlaat,30,2612 XZ,DELFT,0503,DELFT,0152134617,primary
Zuid-Holland,Monseigneur Bekkersschool,Frederik van Eedenlaan,12,2624 VH,DELFT,0503,DELFT,0152561318,primary
Zuid-Holland,Titus Brandsmaschool,Van Rijslaan,6,2625 KX,DELFT,0503,DELFT,0152563929,primary
Zuid-Holland,Regenboog-School,Kraanvogelstraat,2,2623 MZ,DELFT,0503,DELFT,0152610357,primary
Zuid-Holland,De Bonte Pael,Bikolaan,113,2622 EE,DELFT,0503,DELFT,0152617660,primary
Zuid-Holland,De Wilgenhoek,Pastoor Velthuijsestraat,4,2651 GR,BERKEL EN RODENRIJS,1621,LANSINGERLAND,0105112696,primary
Zuid-Holland,De Kwakel,Chrysantenhof,20,2651 XK,BERKEL EN RODENRIJS,1621,LANSINGERLAND,0105199555,primary
Zuid-Holland,De Poolster,Esdoornlaan,13,2651 RC,BERKEL EN RODENRIJS,1621,LANSINGERLAND,0105115598,primary
Zuid-Holland,Maria Basisschool,Oranje-Nassauplein,27,2635 HX,DEN HOORN ZH,1842,MIDDEN-DELFLAND,0152615430,primary
Zuid-Holland,RK Basisschool Willibrord,Stampioendreef,9,2661 SR,BERGSCHENHOEK,1621,LANSINGERLAND,0105299368,primary
Zuid-Holland,RK Basisschool Christoffel,Madurolaan,25,2496 RH,'S-GRAVENHAGE,0518,S GRAVENHAGE,0651740087,primary
Zuid-Holland,Rooms Katholieke Basisschool Het Baken,Oudelandselaan,139,2652 CJ,BERKEL EN RODENRIJS,1621,LANSINGERLAND,0105190620,primary
Zuid-Holland,R.K. Basisschool De Gouden Griffel,Annie M.G. Schmidtlaan,2,2652 HJ,BERKEL EN RODENRIJS,1621,LANSINGERLAND,0105114731,primary
Zuid-Holland,IKC Het  Avontuur,Zuiderparklaan,45,2662 AD,BERGSCHENHOEK,1621,LANSINGERLAND, ,primary
Zuid-Holland,Basisschool De Lisbloem,Orion,2,2163 AJ,LISSE,0553,LISSE,0252413468,primary
Zuid-Holland,Basisschool De Avonturier,Jacoba van Beierenweg,53-D,2215 KV,VOORHOUT,1525,TEYLINGEN,0252210264,primary
Zuid-Holland,Rooms Katholieke Basisschool De Horizon,Mgr Bekkersstraat,1-B,2223 AP,KATWIJK ZH,0537,KATWIJK,0714029196,primary
Zuid-Holland,De Schapendel,Stakman Bossestraat,73,2203 GH,NOORDWIJK ZH,0575,NOORDWIJK,0713613477,primary
Zuid-Holland,Montessorischool Noordwijk,Jan de Ridderstraat,6,2201 DN,NOORDWIJK ZH,0575,NOORDWIJK,0713610662,primary
Zuid-Holland,Basisschool De Buitenplaats,De Krogt,6,2361 GT,WARMOND,1525,TEYLINGEN,0713010568,primary
Zuid-Holland,Rooms Katholieke Basisschool Andreas,Rembrandtlaan,14,2215 CK,VOORHOUT,1525,TEYLINGEN,0252213178,primary
Zuid-Holland,De Fontein,Willem de Rijkelaan,13,2181 TA,HILLEGOM,0534,HILLEGOM,0252516031,primary
